pincode,area,district,state,lat,lon
461335,Rolgaon B.O,Harda,Madhya Pradesh,22.1542,77.0622
461441,Bediakala B.O,Harda,Madhya Pradesh,22.16578,76.85956
461446,Of Itarsi S.O,Hoshangabad,Madhya Pradesh,22.75397,77.73564
461551,Pipliya Kala B.O,Hoshangabad,Madhya Pradesh,22.75021,77.24593
461661,Anchalkheda B.O,Hoshangabad,Madhya Pradesh,22.70213,77.60656
461668,Sangakhedakhurd B.O,Hoshangabad,Madhya Pradesh,22.69083,78.08322
461771,Kalmeshra B.O,Hoshangabad,Madhya Pradesh,22.69514,78.19489
461775,Garhaghat B.O,Hoshangabad,Madhya Pradesh,22.75635,78.35543
461881,Pagara,Hoshangabad,Madhya Pradesh,22.45956,78.43368
461990,Chandon B.O,Hoshangabad,Madhya Pradesh,22.76778,78.534
462001,Bhopal G.P.O.,Bhopal,Madhya Pradesh,23.26684,77.39936
462002,Vidya Vihar S.O,Bhopal,Madhya Pradesh,23.24,77.39
462003,C.T.T.Nagar H.O,Bhopal,Madhya Pradesh,23.22513,77.40068
462004,M.P. Vidhan Sabha S.O,Bhopal,Madhya Pradesh,23.23706,77.41831
462008,Barkhedi S.O,Bhopal,Madhya Pradesh,23.25289,77.41746
462010,Sukhi Sewania B.O,Bhopal,Madhya Pradesh,23.3214,77.43864
462011,Shiksha Mandal S.O,Bhopal,Madhya Pradesh,23.23225,77.42889
462016,R.S.Market S.O,Bhopal,Madhya Pradesh,23.22101,77.41824
462020,AIIMS S.O,Bhopal,Madhya Pradesh,23.2,77.45
462022,Bhel H.O,Bhopal,Madhya Pradesh,23.23013,77.46205
462023,Govindpura S.O,Bhopal,Madhya Pradesh,23.24547,77.44567
462024,H.E. Hospital S.O,Bhopal,Madhya Pradesh,23.21,77.4435
462026,Bawadia Kalan B.O,Bhopal,Madhya Pradesh,23.215,77.44
462027,Arera Hills S.O,Bhopal,Madhya Pradesh,23.24136,77.42661
462028,Kokta S.O,Bhopal,Madhya Pradesh,23.27512,77.50672
462030,Khajuri Sadak B.O,Bhopal,Madhya Pradesh,23.25011,77.30853
462031,3 EME Centre S.O,Bhopal,Madhya Pradesh,23.29,77.32
462033,RGPV S.O,Bhopal,Madhya Pradesh,23.31178,77.36189
462034,Neelbad S.O,Na,Na,23.19345,77.34443
462036,Gandhi Nagar (Bhopal) S.O,Bhopal,Madhya Pradesh,23.326,77.292
462037,Peoples Campus S.O,Bhopal,Madhya Pradesh,23.30139,77.42419
462038,Eintkhedi B.O,Bhopal,Madhya Pradesh,23.3426,77.4132
462039,Trilanga S.O,Bhopal,Madhya Pradesh,23.19181,77.43267
462040,IBD Hallmark city kolar road,Bhopal,Madhya Pradesh,23.24,77.45
462041,Ayodhaya Nagar S.O,Bhopal,Madhya Pradesh,23.14,77.53
462042,Amarawat Kalan B.O,Bhopal,Madhya Pradesh,23.1505,77.42167
462043,Bag Mungalia S.O,Bhopal,Madhya Pradesh,23.19178,77.47997
462044,Suraj Nagar S.O,Bhopal,Madhya Pradesh,23.18657,77.31838
462045,Bangrasia S.O,Bhopal,Madhya Pradesh,23.25,77.44
462046,Satalapur B.O,Raisen,Madhya Pradesh,23.11732,77.57707
462047,Palas Indus Town BO,Bhopal,Madhya Pradesh,22.99469,77.48646
462057,Nodal Delivery Centre Arera Hills Bhopal,Na,Na,23.24136,77.42661
462066,IISER Bhouri S.O,Bhopal,Madhya Pradesh,23.29,77.27
462099,Nodal Delivery Centre Bhopal G.P.O.,Na,Na,23.26047,77.39406
462100,Nariyalkheda S.O,Bhopal,Madhya Pradesh,23.28851,77.39417
462101,Gunga B.O,Bhopal,Madhya Pradesh,23.50105,77.37092
462116,Nodal Delivery Centre Shahpura Bhopal,Na,Na,23.20106,77.42524
462120,Mangal Garh B.O,Bhopal,Madhya Pradesh,23.8035,77.29373
463106,Balachoan B.O,Bhopal,Madhya Pradesh,23.617,77.3962
463111,Bawachiya B.O,Bhopal,Madhya Pradesh,23.6834,77.51645
464001,Vidisha H.O,Vidisha,Madhya Pradesh,23.50991,77.88631
464111,Dangarwada B.O,Vidisha,Madhya Pradesh,23.54049,78.08009
464113,Beenjh B.O,Vidisha,Madhya Pradesh,22.06356,77.9165
464114,Danwas B.O,Vidisha,Madhya Pradesh,23.48883,78.13558
464220,Andiakala B.O,Vidisha,Madhya Pradesh,25.02574,78.34557
464221,Ambanagar B.O,Vidisha,Madhya Pradesh,24.3017,77.52658
464224,Piklone B.O,Vidisha,Madhya Pradesh,24.34703,78.24562
464226,Barro B.O,Vidisha,Madhya Pradesh,23.4907,79.05696
464228,Deepnakheda B.O,Vidisha,Madhya Pradesh,24.40138,78.27995
464240,Dudhawari B.O,Vidisha,Madhya Pradesh,24.47175,78.47799
464258,Deokhajuri B.O,Vidisha,Madhya Pradesh,24.0706,76.62479
464331,Dhamnod B.O,Vidisha,Madhya Pradesh,24.55895,78.78738
464334,Mainwada B.O,Vidisha,Madhya Pradesh,24.47324,77.41139
464337,Khajuriya B.O,Vidisha,Madhya Pradesh,24.36325,77.99699
464551,Raisen H.O,Raisen,Madhya Pradesh,23.34856,78.09487
464570,Bamhorititore B.O,Raisen,Madhya Pradesh,23.47584,78.53406
464573,Bankhedi B.O,Raisen,Madhya Pradesh,24.0603,77.84856
464651,Berkhedi B.O,Raisen,Madhya Pradesh,24.67963,79.74854
464661,Banskheda B.O,Raisen,Madhya Pradesh,23.12259,78.9148
464665,Harsili B.O,Raisen,Madhya Pradesh,23.74722,79.24998
464668,Bagpiparia B.O,Raisen,Madhya Pradesh,22.54711,78.36126
464671,Noornagar B.O,Raisen,Madhya Pradesh,23.89985,76.84037
464672,Keeratpur B.O,Raisen,Madhya Pradesh,24.22526,79.83244
464770,Anghora B.O,Raisen,Madhya Pradesh,25.21002,78.79975
464774,Gorakhpur B.O,Raisen,Madhya Pradesh,24.51275,79.01142
464881,Begumganj Tahsil B.O,Raisen,Madhya Pradesh,24.16405,79.10399
464884,Agariakalan B.O,Raisen,Madhya Pradesh,24.28816,79.21775
464886,Jaithari B.O,Raisen,Madhya Pradesh,23.64375,78.69326
464986,Bagaspur B.O,Raisen,Madhya Pradesh,22.76729,77.31862
464990,Pahad Khedi B.O,Raisen,Madhya Pradesh,23.06273,77.56024
464993,Salkani B.O,Raisen,Madhya Pradesh,23.04935,77.61888
465001,Shajapur H.O,Shajapur,Madhya Pradesh,23.36958,76.81016
465106,Maksi S.O,Shajapur,Madhya Pradesh,26.10503,76.32065
465110,BERCHHA TOWN B.O,Shajapur,Madhya Pradesh,23.47666,76.94151
465113,Sundersi S.O,Shajapur,Madhya Pradesh,24.01182,76.6608
465116,Mortakhevdi B.O,Shajapur,Madhya Pradesh,23.8777,76.26802
465118,AWANTIPUR BARODIYA,Shajapur,Madhya Pradesh,23.92631,76.70264
465220,Gulana B.O,Shajapur,Madhya Pradesh,23.83148,78.59815
465223,Uchod B.O,Shajapur,Madhya Pradesh,23.79314,76.45552
465226,Dudhana B.O,Shajapur,Madhya Pradesh,23.3259,76.68481
465227,Mitera,Shajapur,Madhya Pradesh,23.68019,76.69168
465230,Pachlana B.O,Agar Malwa,Madhya Pradesh,23.18261,76.41888
465313,Mungawadi,Ujjain,Madhya Pradesh,23.24824,75.4475
465333,Raipur B.O,Shajapur,Madhya Pradesh,22.91386,76.30905
465335,Amlay B.O,Shajapur,Madhya Pradesh,22.95291,77.47548
465337,Behraval B.O,Shajapur,Madhya Pradesh,23.66828,79.43771
465339,Bhaisaygarh B.O,Shajapur,Madhya Pradesh,23.42576,76.18285
465441,Palkhedi B.O,Agar Malwa,Madhya Pradesh,24.04943,76.55449
465445,Badagaon B.O,Agar Malwa,Madhya Pradesh,24.99755,77.39324
465447,Payli B.O,Agar Malwa,Madhya Pradesh,23.53071,75.70837
465449,Dogargaon B.O,Agar Malwa,Madhya Pradesh,23.76954,77.87996
465550,Bapcha B.O,Agar Malwa,Madhya Pradesh,23.88898,75.44893
465661,Rajgarh(Bia) H.O,Rajgarh,Madhya Pradesh,23.99233,77.06436
465667,Geelakhedi B.O,Rajgarh,Madhya Pradesh,23.23334,77.12278
465669,Bagwaaj B.O,Rajgarh,Madhya Pradesh,24.61109,77.10797
465674,Aamliyahat B.O,Rajgarh,Madhya Pradesh,23.77839,76.90827
465677,Mau B.O,Rajgarh,Madhya Pradesh,24.11377,77.08848
465679,Durgpur,Rajgarh,Madhya Pradesh,24.42512,78.93309
465680,Amlaar B.O,Rajgarh,Madhya Pradesh,23.5458,76.76341
465683,Dehri Kalan B.O,Rajgarh,Madhya Pradesh,23.60015,76.8615
465685,Dhabla B.O,Rajgarh,Madhya Pradesh,23.90822,77.45388
465687,Leemachouhan B.O,Rajgarh,Madhya Pradesh,23.71575,77.37035
465689,Bhatkheda B.O,Rajgarh,Madhya Pradesh,23.744,76.22649
465691,Dhatarawda B.O,Rajgarh,Madhya Pradesh,23.80997,78.01441
465693,Ghoghatpur B.O,Rajgarh,Madhya Pradesh,23.78887,77.11249
465697,Ashareta B.O,Rajgarh,Madhya Pradesh,24.0887,77.04832
466001,Sehore H.O,Sehore,Madhya Pradesh,23.01366,77.07034
466111,Aabidabad B.O,Sehore,Madhya Pradesh,21.93286,77.35086
466113,Amlaha S.O,Sehore,Madhya Pradesh,23.95998,77.87038
466114,Gavakheda B.O,Sehore,Madhya Pradesh,23.12699,75.60804
466115,Bhaukhedi B.O,Sehore,Madhya Pradesh,23.51705,76.50117
466116,Barkheda B.O,Sehore,Madhya Pradesh,25.30454,78.10084
466118,Gwali B.O,Sehore,Madhya Pradesh,22.94606,76.50854
466120,Jasmat B.O,Sehore,Madhya Pradesh,22.32079,76.50624
466125,Baijnath B.O,Sehore,Madhya Pradesh,25.93423,77.92046
466221,Arniyagaji B.O,Sehore,Madhya Pradesh,23.63691,75.97564
466331,Chhitgaonmoji B.O,Sehore,Madhya Pradesh,23.77288,78.6874
466445,Budhni T.N. S.O,Sehore,Madhya Pradesh,22.77554,77.6808
466446,Amirganj B.O,Sehore,Madhya Pradesh,23.465,78.79645
466448,Nandner B.O,Sehore,Madhya Pradesh,22.91339,78.18213
466554,Dobi B.O,Sehore,Madhya Pradesh,23.27409,77.6186
466651,Kachnariya B.O,Sehore,Madhya Pradesh,21.77048,76.603
466661,Paatan B.O,Sehore,Madhya Pradesh,23.18257,78.24326
466665,Barkheda Hasan B.O,Sehore,Madhya Pradesh,23.56706,77.20672
470001,Sagar Cantt H.O,Sagar,Madhya Pradesh,23.84205,78.71478
470002,Sagar Bada Bazar S.O,Sagar,Madhya Pradesh,23.84237,78.7277
470003,Sagar University S.O,Sagar,Madhya Pradesh,23.82658,78.77513
470004,Gambhiriyia B.O,Sagar,Madhya Pradesh,23.84585,78.78046
470021,Girwar B.O,Sagar,Madhya Pradesh,23.91199,78.7874
470051,Baxwaha B.O,Sagar,Madhya Pradesh,23.52136,78.70782
470113,Dewal B.O,Sagar,Madhya Pradesh,24.2659,78.22548
470115,Bidwasan B.O,Sagar,Madhya Pradesh,23.91669,78.54146
470117,Kumrol,Sagar,Madhya Pradesh,24.03185,78.36879
470118,Bharchha B.O,Sagar,Madhya Pradesh,24.20702,78.36889
470119,Khari Gumariya,Sagar,Madhya Pradesh,23.75699,78.36199
470120,Bhaisa B.O,Sagar,Madhya Pradesh,23.80392,78.59218
470124,Bina BPCL Refinery S.O,Sagar,Madhya Pradesh,24.22059,78.15099
470125,Karaiya B.O,Sagar,Madhya Pradesh,23.61472,78.5828
470221,Udaypura Tiwari B.O,Sagar,Madhya Pradesh,23.64713,78.84979
470223,Madi Jamuniya B.O,Sagar,Madhya Pradesh,23.48436,78.96332
470226,Rajola,Sagar,Madhya Pradesh,23.37393,79.03155
470227,Boma,Sagar,Madhya Pradesh,23.57427,79.09364
470228,Patna Buzurg B.O,Sagar,Madhya Pradesh,23.62624,78.94293
470229,Garhakota S.O,Sagar,Madhya Pradesh,23.77951,79.1436
470232,Chapra B.O,Sagar,Madhya Pradesh,23.75948,79.14932
470235,Kanjera,Sagar,Madhya Pradesh,23.37599,78.76456
470335,Barayatha B.O,Sagar,Madhya Pradesh,24.03108,78.94357
470337,Panari,Sagar,Madhya Pradesh,23.96176,78.85778
470339,Bagrohi,Sagar,Madhya Pradesh,24.33564,79.09797
470340,Papet B.O,Sagar,Madhya Pradesh,24.11761,78.93419
470441,Khiriya Kala B.O,Sagar,Madhya Pradesh,24.14618,78.66447
470442,Chandrapur,Sagar,Madhya Pradesh,24.04655,78.59424
470661,Damoh H.O,Damoh,Madhya Pradesh,23.80578,79.45252
470663,Jalhari,Damoh,Madhya Pradesh,23.68618,79.64571
470664,Ballarpur B.O,Damoh,Madhya Pradesh,23.77534,79.6809
470666,Nandrai B.O,Damoh,Madhya Pradesh,23.91799,79.23811
470669,Tada B.O,Sagar,Madhya Pradesh,23.91502,79.05631
470672,Chourai,Damoh,Madhya Pradesh,23.75146,79.4815
470673,Agara B.O,Damoh,Madhya Pradesh,23.95144,79.29493
470675,Aslana B.O,Damoh,Madhya Pradesh,23.98521,79.38627
470771,Gunji B.O,Damoh,Madhya Pradesh,23.87247,79.53129
470772,Barkhera Bais B.O,Damoh,Madhya Pradesh,23.89359,79.60789
470775,Bardha B.O,Damoh,Madhya Pradesh,24.02486,79.61845
470776,Madiyado SO,Damoh,Madhya Pradesh,24.27979,79.6561
470880,Ramgarh B.O,Damoh,Madhya Pradesh,23.40502,79.43663
470881,Korta B.O,Damoh,Madhya Pradesh,23.53861,79.67539
471001,Chhatarpur H.O,Chhatarpur,Madhya Pradesh,24.92342,79.59409
471101,Chandra Nagar S.O,Chhatarpur,Madhya Pradesh,24.756,79.88759
471105,Bamitha S.O,Chhatarpur,Madhya Pradesh,24.87481,79.65696
471111,Kenthokar B.O,Chhatarpur,Madhya Pradesh,25.08717,79.44345
471201,Bangain B.O,Chhatarpur,Madhya Pradesh,24.99657,79.33279
471301,Atrar B.O,Chhatarpur,Madhya Pradesh,24.73168,79.37568
471311,Kayan B.O,Chhatarpur,Madhya Pradesh,24.58303,79.33271
471313,Bhagwan B.O,Chhatarpur,Madhya Pradesh,24.61364,79.47493
471315,Deri B.O,Chhatarpur,Madhya Pradesh,25.18612,79.97043
471318,Bamhori B.O,Chhatarpur,Madhya Pradesh,24.29443,79.26192
471405,Dharampura B.O,Chhatarpur,Madhya Pradesh,24.65326,79.5417
471408,Bandani B.O,Chhatarpur,Madhya Pradesh,24.61799,79.71156
471411,Nuna B.O,Chhatarpur,Madhya Pradesh,25.02634,79.63433
471501,Budrakh B.O,Chhatarpur,Madhya Pradesh,24.90318,79.81272
471510,Jujhar Nagar S.O,Chhatarpur,Madhya Pradesh,24.2258,79.24523
471515,Aktonha B.O,Chhatarpur,Madhya Pradesh,25.0073,80.04162
471516,Pahara B.O,Chhatarpur,Madhya Pradesh,25.15001,80.1482
471525,Bachhon B.O,Chhatarpur,Madhya Pradesh,25.22998,80.20063
471606,Beniganj B.O,Chhatarpur,Madhya Pradesh,24.7726,79.42989
471625,Khajuwa B.O,Chhatarpur,Madhya Pradesh,25.25072,79.986
472001,Tikamgarh H.O,Tikamgarh,Madhya Pradesh,24.52475,78.88811
472005,Judawan B.O,Tikamgarh,Madhya Pradesh,24.29772,78.78058
472010,Lar B.O,Tikamgarh,Madhya Pradesh,24.6169,79.11374
472101,Acharra B.O,Tikamgarh,Madhya Pradesh,25.19341,78.00029
472111,Dikoli Chowk B.O,Tikamgarh,Madhya Pradesh,24.86603,79.04966
472115,Banne Bujraj B.O,Tikamgarh,Madhya Pradesh,24.7706,79.13259
472118,Jarua B.O,Tikamgarh,Madhya Pradesh,25.01105,79.06825
472221,Banne Khurd,Tikamgarh,Madhya Pradesh,25.08042,79.16621
472246,Chakarpur B.O,Niwari,Madhya Pradesh,25.43407,78.65638
472331,Marguwna B.O,Tikamgarh,Madhya Pradesh,24.89391,78.82037
472336,Daretha B.O,Niwari,Madhya Pradesh,25.22082,78.78485
472337,Beersagar B.O,Niwari,Madhya Pradesh,25.13457,78.69248
472339,Bachhora B.O,Tikamgarh,Madhya Pradesh,24.85944,78.91508
472442,Pohakhas B.O,Niwari,Madhya Pradesh,24.70463,78.98119
472445,Shaktibheron B.O,Niwari,Madhya Pradesh,25.71615,79.06896
472447,Bahera B.O,Niwari,Madhya Pradesh,24.99135,78.85361
473001,Guna H.O,Guna,Madhya Pradesh,24.65181,77.36038
473101,Barkhrda Hat B.O,Guna,Madhya Pradesh,24.39802,77.42721
473105,Dibiya Manpur,Guna,Madhya Pradesh,24.81864,77.13868
473106,Fatehgarh S.O,Na,Na,24.7969,76.96556
473110,Barodiya Kalan,Guna,Madhya Pradesh,24.60248,77.16092
473111,Bhamawad B.O,Guna,Madhya Pradesh,24.51882,77.19017
473112,Gail Complex S.O,Guna,Madhya Pradesh,24.66526,77.36069
473113,Bhadora B.O,Guna,Madhya Pradesh,24.65598,77.37438
473115,Barkheda Khurd B.O,Guna,Madhya Pradesh,24.21669,77.06539
473118,Umarthana B.O,Guna,Madhya Pradesh,24.36306,77.1084
473222,Barod B.O,Guna,Madhya Pradesh,24.38746,76.99392
473226,Kherai B.O,Guna,Madhya Pradesh,24.45131,77.23517
473249,Gehunkheda B.O,Guna,Madhya Pradesh,24.57305,77.36814
473287,Torai B.O,Guna,Madhya Pradesh,24.22253,77.23661
473330,Pipri B.O,Ashoknagar,Madhya Pradesh,24.61762,77.5854
473331,Ashoknagar H.O,Ashoknagar,Madhya Pradesh,24.43579,77.64868
473332,Piprol Nai Saray,Ashoknagar,Madhya Pradesh,24.78083,77.65437
473335,Dhakoni B.O,Ashoknagar,Madhya Pradesh,24.8211,77.82606
473440,Keshopur B.O,Ashoknagar,Madhya Pradesh,24.49968,77.90081
473443,Kirola B.O,Ashoknagar,Madhya Pradesh,24.40861,78.09919
473444,Pathari B.O,Ashoknagar,Madhya Pradesh,24.53199,78.08009
473445,Bawrod,Ashoknagar,Madhya Pradesh,24.36824,77.95988
473446,Dungasara B.O,Ashoknagar,Madhya Pradesh,24.70928,78.10381
473447,Kadwaya S.O,Ashoknagar,Madhya Pradesh,24.96239,77.91676
473551,Shivpuri H.O,Shivpuri,Madhya Pradesh,25.3464,77.68033
473585,Pipra B.O,Shivpuri,Madhya Pradesh,25.01389,78.16295
473638,Bichi,Shivpuri,Madhya Pradesh,25.43761,77.6769
473660,Karotha B.O,Shivpuri,Madhya Pradesh,25.47875,78.11147
473662,Karahi B.O,Shivpuri,Madhya Pradesh,25.55573,78.01413
473665,Dhand B.O,Shivpuri,Madhya Pradesh,25.42869,78.23377
473670,Pipra Pichhore B.O,Shivpuri,Madhya Pradesh,25.29932,78.02782
473770,Kharai B.O,Shivpuri,Madhya Pradesh,25.28058,77.58761
473773,Barod B.O,Shivpuri,Madhya Pradesh,24.95523,77.69651
473774,Sakhnor B.O,Shivpuri,Madhya Pradesh,25.20102,77.52739
473775,Chakrana B.O,Shivpuri,Madhya Pradesh,25.48435,77.37827
473781,Kutwara B.O,Shivpuri,Madhya Pradesh,25.16759,77.76302
473793,Khatka B.O,Shivpuri,Madhya Pradesh,25.5893,77.46844
473865,Sehore B.O,Shivpuri,Madhya Pradesh,25.64274,78.00039
473880,Tharkheda B.O,Shivpuri,Madhya Pradesh,25.57122,77.92779
473885,Bamore B.O,Shivpuri,Madhya Pradesh,25.035,77.52858
473990,Deokho B.O,Shivpuri,Madhya Pradesh,25.09336,78.07838
473995,Karar Kheda B.O,Shivpuri,Madhya Pradesh,25.19599,78.13467
474001,Lashkar H.O,Gwalior,Madhya Pradesh,26.12018,78.57162
474002,Defence Colony S.O (Gwalior,Gwalior,Madhya Pradesh,26.22039,78.28653
474003,Hazira Chowk S.O,Gwalior,Madhya Pradesh,26.23155,78.24731
474004,Birla Nagar S.O,Gwalior,Madhya Pradesh,26.23083,78.32194
474005,Bhadroli B.O,Gwalior,Madhya Pradesh,26.26727,78.22473
474006,Morar H.O,Gwalior,Madhya Pradesh,26.32165,78.22376
474007,Moti Mahal S.O,Gwalior,Madhya Pradesh,26.23083,78.32194
474008,Gwalior Fort S.O,Gwalior,Madhya Pradesh,26.23083,78.32194
474009,Naya Bazar S.O (Gwalior,Gwalior,Madhya Pradesh,26.18664,78.15068
474010,Sigora B.O,Gwalior,Madhya Pradesh,26.20305,78.14994
474011,Jiwaji University S.O,Gwalior,Madhya Pradesh,26.22491,78.28222
474012,S.P. Ashram S.O,Gwalior,Madhya Pradesh,26.17865,78.14491
474015,AB VIII TM Gwalior S.O,Gwalior,Madhya Pradesh,26.23083,78.32194
474020,Senthri B.O,Gwalior,Madhya Pradesh,26.27547,78.29835
475001,Rora B.O,Gwalior,Madhya Pradesh,26.13057,78.18948
475002,Hastinapur B.O,Gwalior,Madhya Pradesh,26.15075,78.40305
475005,Kalyani B.O,Gwalior,Madhya Pradesh,26.01408,78.22987
475110,Chandpur B.O,Gwalior,Madhya Pradesh,25.94442,78.23126
475115,Sukhapatha B.O,Gwalior,Madhya Pradesh,25.92746,78.34108
475220,Kheda B.O,Gwalior,Madhya Pradesh,25.8621,78.11555
475330,Sabrai B.O,Gwalior,Madhya Pradesh,25.97613,77.86078
475331,Ghatigaon S.O,Gwalior,Madhya Pradesh,26.05328,77.93746
475335,Salon A B.O,Datia,Madhya Pradesh,25.77878,78.67851
475336,Jouri B.O,Datia,Madhya Pradesh,25.89497,78.67633
475661,Khiria Ghonghu B.O,Datia,Madhya Pradesh,25.66948,78.42719
475671,Sadwara B.O,Datia,Madhya Pradesh,25.70017,78.55462
475673,Parsoda Khurd B.O,Datia,Madhya Pradesh,25.94188,78.57392
475675,Indergarh S.O (Datia,Datia,Madhya Pradesh,25.9143,78.54427
475682,Mangrol B.O,Datia,Madhya Pradesh,26.16368,78.70027
475685,Raori B.O,Datia,Madhya Pradesh,25.82571,78.36115
475686,Lamkana B.O,Datia,Madhya Pradesh,25.65922,78.2995
476001,Morena H.O,Morena,Madhya Pradesh,26.53411,77.99831
476111,Parikshit Ka Pura B.O,Morena,Madhya Pradesh,26.72724,78.23744
476115,Tareni B.O,Morena,Madhya Pradesh,26.68409,78.38799
476134,Sirmorkapura B.O,Morena,Madhya Pradesh,26.62607,78.10957
476219,Galetha B.O,Morena,Madhya Pradesh,26.46871,77.81094
476221,Bilgoun B.O,Morena,Madhya Pradesh,26.34673,77.84786
476224,Khutiyanihar B.O,Morena,Madhya Pradesh,26.34565,77.62174
476228,Mamchon B.O,Morena,Madhya Pradesh,26.23961,77.6982
476229,Jalalgarh B.O,Morena,Madhya Pradesh,26.25491,77.44891
476332,Gohta B.O,Sheopur,Madhya Pradesh,26.01848,77.45342
476335,Shyampur B.O,Sheopur,Madhya Pradesh,26.06146,77.06497
476337,Tillipur B.O,Sheopur,Madhya Pradesh,25.79912,76.73433
476338,DHODHAR S.O,Na,Na,25.94435,76.85896
476339,Awada B.O,Sheopur,Madhya Pradesh,25.56937,76.76421
476355,Budhera (Karhal) BO,Sheopur,Madhya Pradesh,25.65775,77.09214
476444,Jaitpur B.O,Morena,Madhya Pradesh,26.39627,78.11638
476554,Lallu Basai B.O,Morena,Madhya Pradesh,26.5715,78.21657
477001,Bhind H.O,Bhind,Madhya Pradesh,26.54517,78.76041
477105,Didi B.O,Bhind,Madhya Pradesh,26.59757,78.75755
477111,Akon B.O,Bhind,Madhya Pradesh,26.71357,78.65193
477116,Piparsana B.O,Bhind,Madhya Pradesh,26.43508,78.42159
477117,Rayat pura B.O,Bhind,Madhya Pradesh,26.45841,78.3409
477222,Ghamori B.O,Bhind,Madhya Pradesh,26.289,78.64443
477227,Adokhar B.O,Bhind,Madhya Pradesh,26.36546,78.75173
477331,Bajhai B.O,Bhind,Madhya Pradesh,26.52132,78.93633
477332,Heera Lalka Pura B.O,Bhind,Madhya Pradesh,26.52026,78.86395
477333,Tehangur B.O,Bhind,Madhya Pradesh,26.45132,79.00054
477335,Indurkhi B.O,Bhind,Madhya Pradesh,26.37613,78.9277
477441,Muratpura B.O,Bhind,Madhya Pradesh,26.31355,78.99493
477445,Heerapura (lahar) B.O,Bhind,Madhya Pradesh,26.23129,78.9066
477446,Aswar S.O,Bhind,Madhya Pradesh,26.12219,78.85506
477447,Devari B.O,Bhind,Madhya Pradesh,26.06243,78.89467
477449,Gangepura B.O,Bhind,Madhya Pradesh,26.02293,78.82283
477450,Rawatpura sarkar ashram S.O,Bhind,Madhya Pradesh,26.11,78.95
477555,Aheti B.O,Bhind,Madhya Pradesh,26.66628,78.81739
477557,Gutor B.O,Bhind,Madhya Pradesh,26.463,78.62876
477566,Barhi S.O (Bhind,Bhind,Madhya Pradesh,26.65394,78.95233
477660,Akloni B.O,Bhind,Madhya Pradesh,26.59279,78.54278
480001,Chhindwara H.O,Chhindwara,Madhya Pradesh,22.70374,79.2638
480003,CHANDANGAON SO,Chhindwara,Madhya Pradesh,22.05339,78.93786
480105,Nandewani B.O,Chhindwara,Madhya Pradesh,21.83184,77.77423
480106,Nimni B.O,Chhindwara,Madhya Pradesh,21.66242,78.97552
480107,Parasgaon B.O,Chhindwara,Madhya Pradesh,21.60077,78.81317
480108,Ghoti B.O,Chhindwara,Madhya Pradesh,21.59981,78.90865
480109,Piplanarayanwar S.O,Chhindwara,Madhya Pradesh,21.8137,79.05396
480110,Dilawar Mohgaon B.O,Chhindwara,Madhya Pradesh,22.40389,78.42767
480111,Deori B.O,Chhindwara,Madhya Pradesh,21.50503,78.38038
480112,Palaspani,Chhindwara,Madhya Pradesh,22.45076,78.72195
480115,Kunda B.O,Chhindwara,Madhya Pradesh,22.69365,78.37299
480221,Barahira B.O,Chhindwara,Madhya Pradesh,22.50599,79.61214
480223,Sarna B.O,Chhindwara,Madhya Pradesh,22.53403,79.25011
480224,Banka B.O,Chhindwara,Madhya Pradesh,22.89075,79.03136
480331,Pipariya,Chhindwara,Madhya Pradesh,22.12792,79.00826
480334,Changoba B.O,Chhindwara,Madhya Pradesh,21.721,78.57251
480337,Anjangaon B.O,Chhindwara,Madhya Pradesh,22.62131,80.24187
480338,wadegaon B.O,Chhindwara,Madhya Pradesh,21.82237,78.40608
480441,Dighawani B.O,Chhindwara,Madhya Pradesh,22.77639,78.63884
480442,Jamuniya Jethu B.O,Na,Na,22.10535,79.06409
480447,Barkuhi B.O,Chhindwara,Madhya Pradesh,22.10027,78.68686
480449,Darbai B.O,Chhindwara,Madhya Pradesh,22.14887,78.73269
480551,Barelipar B.O,Chhindwara,Madhya Pradesh,22.19108,78.89631
480555,Dhobe,Chhindwara,Madhya Pradesh,22.44249,79.04423
480557,Kundali,Chhindwara,Madhya Pradesh,22.17107,78.8828
480559,Bijori B.O,Chhindwara,Madhya Pradesh,22.74999,78.59659
480661,Seoni H.O,Seoni,Madhya Pradesh,22.09842,79.54944
480667,Dhobisarra B.O,Seoni,Madhya Pradesh,22.03375,79.7445
480771,Darasikala B.O,Seoni,Madhya Pradesh,21.8128,80.1838
480880,Patan B.O,Seoni,Madhya Pradesh,22.9734,78.6568
480881,Riddi B.O,Seoni,Madhya Pradesh,22.09842,79.54944
480882,Kalarbanki B.O,Seoni,Madhya Pradesh,22.2233,79.5364
480884,Anjania B.O,Seoni,Madhya Pradesh,24.933,77.85
480886,Bamhanwada B.O,Seoni,Madhya Pradesh,22.9734,78.6568
480887,Imaliya Raitwar B.O,Seoni,Madhya Pradesh,22.6163,79.47
480888,Nagandeori B.O,Seoni,Madhya Pradesh,22.7513,79.72032
480990,Chhindbarri B.O,Seoni,Madhya Pradesh,22.2127,79.7385
480991,Panjara B.O,Seoni,Madhya Pradesh,22.088,79.5518
480994,Baghai B.O,Seoni,Madhya Pradesh,22.3706,79.91
480996,Durenda B.O,Seoni,Madhya Pradesh,22.0882,79.5518
480997,Ataria B.O,Seoni,Madhya Pradesh,22.6567,80.0666
